date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,dataset_percentage,run_time_seconds
2/16/2026 14:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},,20,520000,TIMEOUT,0.2,3600.314431
2/16/2026 15:39,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},,20,520000,TIMEOUT,0.2,3600.248247
2/16/2026 16:39,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},,20,520000,TIMEOUT,0.2,3600.275533
2/16/2026 16:41,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},3901,20,520000,NOT Homogeneous,0.2,127.0422514
2/16/2026 16:48,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},32650,20,520000,NOT Homogeneous,0.2,428.8819175
2/16/2026 16:53,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},14005,20,520000,NOT Homogeneous,0.2,246.0932388
2/16/2026 16:53,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1921,30,520000,Homogeneous,0.3,13.6002959
2/16/2026 16:53,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1728,30,520000,Homogeneous,0.3,12.62962953
2/16/2026 16:53,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1903,30,520000,Homogeneous,0.3,13.71049502
2/16/2026 16:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1742,30,520000,Homogeneous,0.3,7.225602858
2/16/2026 16:53,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1508,30,520000,Homogeneous,0.3,6.677152777
2/16/2026 16:54,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1750,30,520000,Homogeneous,0.3,7.276040757
2/16/2026 16:54,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1270,30,520000,Homogeneous,0.3,5.160210069
2/16/2026 16:54,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1237,30,520000,Homogeneous,0.3,5.282158639
2/16/2026 16:54,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1178,30,520000,Homogeneous,0.3,5.136437982
2/16/2026 16:54,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1801,30,520000,Homogeneous,0.3,7.0413188
2/16/2026 16:54,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1876,30,520000,Homogeneous,0.3,7.257879911
2/16/2026 16:54,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1785,30,520000,Homogeneous,0.3,7.125183705
2/16/2026 16:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},682,30,520000,Homogeneous,0.3,3.929497115
2/16/2026 16:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},689,30,520000,Homogeneous,0.3,3.94154726
2/16/2026 16:54,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},679,30,520000,Homogeneous,0.3,3.95942943
2/16/2026 16:55,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2190,30,520000,Homogeneous,0.3,12.52694889
2/16/2026 16:55,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2399,30,520000,Homogeneous,0.3,13.48660489
2/16/2026 16:55,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2184,30,520000,Homogeneous,0.3,12.66967057
2/16/2026 16:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1464,30,520000,Homogeneous,0.3,6.857257411
2/16/2026 16:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1390,30,520000,Homogeneous,0.3,6.565014999
2/16/2026 16:55,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1497,30,520000,Homogeneous,0.3,6.922887541
2/16/2026 16:56,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1906,30,520000,Homogeneous,0.3,13.09967319
2/16/2026 16:56,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1919,30,520000,Homogeneous,0.3,13.40577054
2/16/2026 16:56,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1840,30,520000,Homogeneous,0.3,12.76157017
2/16/2026 16:56,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2118,30,520000,Homogeneous,0.3,14.66297463
2/16/2026 16:56,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2135,30,520000,Homogeneous,0.3,14.76886721
2/16/2026 16:57,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2228,30,520000,Homogeneous,0.3,14.99436544
2/16/2026 16:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1858,30,520000,Homogeneous,0.3,13.47105965
2/16/2026 16:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1902,30,520000,Homogeneous,0.3,13.41546285
2/16/2026 16:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},1968,30,520000,Homogeneous,0.3,14.01866068
2/16/2026 18:31,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},227712,30,520000,NOT Homogeneous,0.3,1949.487517
2/16/2026 11:39,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},,30,520000,TIMEOUT,0.3,3600.269209
2/16/2026 12:39,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},,30,520000,TIMEOUT,0.3,3600.26153
2/16/2026 19:31,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},,30,520000,TIMEOUT,0.3,3600.26145
2/16/2026 14:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},,30,520000,TIMEOUT,0.3,3600.314431
2/16/2026 20:31,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},,30,520000,TIMEOUT,0.3,3600.185718
2/16/2026 16:39,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},,30,520000,TIMEOUT,0.3,3600.275533
2/16/2026 20:34,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},14957,30,520000,NOT Homogeneous,0.3,206.2675223
2/16/2026 21:34,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},,30,520000,TIMEOUT,0.3,3600.260193
2/16/2026 21:37,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},9710,30,520000,NOT Homogeneous,0.3,193.6321216
2/16/2026 21:38,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1950,40,520000,Homogeneous,0.4,14.93422395
2/16/2026 21:38,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2057,40,520000,Homogeneous,0.4,15.67666444
2/16/2026 21:38,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1927,40,520000,Homogeneous,0.4,14.92142159
2/16/2026 21:38,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1784,40,520000,Homogeneous,0.4,7.951218769
2/16/2026 21:39,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1882,40,520000,Homogeneous,0.4,8.276835052
2/16/2026 21:39,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1758,40,520000,Homogeneous,0.4,8.064052731
2/16/2026 21:39,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},1944,40,520000,Homogeneous,0.4,12.75273304
2/16/2026 21:39,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2093,40,520000,Homogeneous,0.4,13.5294882
2/16/2026 21:39,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2099,40,520000,Homogeneous,0.4,13.46586961
2/16/2026 21:40,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1945,40,520000,Homogeneous,0.4,14.71963529
2/16/2026 21:40,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1994,40,520000,Homogeneous,0.4,14.7320479
2/16/2026 21:40,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1923,40,520000,Homogeneous,0.4,14.59511006
2/16/2026 21:40,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1789,40,520000,Homogeneous,0.4,14.05799313
2/16/2026 21:41,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1816,40,520000,Homogeneous,0.4,14.49046797
2/16/2026 21:41,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1744,40,520000,Homogeneous,0.4,14.05550479
2/16/2026 21:41,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2113,40,520000,Homogeneous,0.4,15.8611418
2/16/2026 21:42,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2004,40,520000,Homogeneous,0.4,16.57866534
2/16/2026 21:42,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},2046,40,520000,Homogeneous,0.4,15.42731484
2/16/2026 21:42,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1816,40,520000,Homogeneous,0.4,8.424840584
2/16/2026 21:42,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1701,40,520000,Homogeneous,0.4,8.018700188
2/16/2026 21:42,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1655,40,520000,Homogeneous,0.4,7.93508793
2/16/2026 21:42,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1396,40,520000,Homogeneous,0.4,6.095499998
2/16/2026 21:43,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1350,40,520000,Homogeneous,0.4,6.102423716
2/16/2026 21:43,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},1258,40,520000,Homogeneous,0.4,5.828801079
2/16/2026 21:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1825,40,520000,Homogeneous,0.4,8.088310862
2/16/2026 21:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1890,40,520000,Homogeneous,0.4,8.254713029
2/16/2026 21:43,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},1934,40,520000,Homogeneous,0.4,9.179557586
2/16/2026 21:43,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},757,40,520000,Homogeneous,0.4,4.706479685
2/16/2026 21:43,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},757,40,520000,Homogeneous,0.4,4.66587799
2/16/2026 21:43,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},741,40,520000,Homogeneous,0.4,4.654556572
2/16/2026 21:44,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2110,40,520000,Homogeneous,0.4,13.503955
2/16/2026 21:44,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2082,40,520000,Homogeneous,0.4,13.50266362
2/16/2026 21:44,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},2145,40,520000,Homogeneous,0.4,13.80318592
2/16/2026 21:44,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1920,40,520000,Homogeneous,0.4,8.649158146
2/16/2026 21:44,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1685,40,520000,Homogeneous,0.4,8.269232219
2/16/2026 21:44,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},1753,40,520000,Homogeneous,0.4,8.471580064
2/16/2026 21:45,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1947,40,520000,Homogeneous,0.4,14.42946354
2/16/2026 21:45,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1869,40,520000,Homogeneous,0.4,13.90742294
2/16/2026 21:45,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},1821,40,520000,Homogeneous,0.4,13.69448781
2/16/2026 21:45,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},2059,40,520000,Homogeneous,0.4,15.59128855
2/16/2026 21:46,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1949,40,520000,Homogeneous,0.4,15.21636027
2/16/2026 21:46,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},1860,40,520000,Homogeneous,0.4,14.69700124
