date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,dataset_percentage,run_time_seconds
2026-02-17 13:01:39,RW,{'Educational attainment': 20},{'Sex': 1},64,10,17500,NOT Homogeneous,0.1,0.9140249416232109
2026-02-17 13:01:40,RW,{'Educational attainment': 20},{'Sex': 1},61,10,17500,NOT Homogeneous,0.1,0.9644836187362671
2026-02-17 13:01:41,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},17,10,17500,NOT Homogeneous,0.1,0.9949780665338039
2026-02-17 13:01:42,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.95631318166852
2026-02-17 13:01:43,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},89,10,17500,NOT Homogeneous,0.1,1.1504620518535376
2026-02-17 13:01:45,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},12,10,17500,NOT Homogeneous,0.1,1.8771184608340263
2026-02-17 13:01:47,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},11,10,17500,NOT Homogeneous,0.1,1.8656086586415768
2026-02-17 13:01:49,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},11,10,17500,NOT Homogeneous,0.1,1.9621649738401175
2026-02-17 13:01:50,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},34,10,17500,NOT Homogeneous,0.1,1.3035035245120525
2026-02-17 13:01:51,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},4,10,17500,NOT Homogeneous,0.1,1.0499696303158998
2026-02-17 13:01:52,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},1,10,17500,NOT Homogeneous,0.1,0.989786209538579
2026-02-17 13:01:53,FPGrowth,{'Educational attainment': 20},{'Sex': 2},50,10,17500,NOT Homogeneous,0.1,1.1451331619173288
2026-02-17 13:01:54,FPGrowth,{'Educational attainment': 21},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.7346942853182554
2026-02-17 13:01:55,FPGrowth,{'Educational attainment': 20},{'Sex': 1},54,10,17500,NOT Homogeneous,0.1,1.1641156431287527
2026-02-17 13:01:57,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},12,10,17500,NOT Homogeneous,0.1,1.259292345494032
2026-02-17 13:01:58,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},16,10,17500,NOT Homogeneous,0.1,1.1353103127330542
2026-02-17 13:01:59,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},112,10,17500,NOT Homogeneous,0.1,1.3209756892174482
2026-02-17 13:02:01,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},323,10,17500,NOT Homogeneous,0.1,1.9354653041809797
2026-02-17 13:02:02,RW,{'Public health coverage': 2},{'With a disability': 2},94,10,17500,NOT Homogeneous,0.1,1.377447172999382
2026-02-17 13:02:04,RW,{'Public health coverage': 2},{'With a disability': 2},182,10,17500,NOT Homogeneous,0.1,1.5594187024980783
2026-02-17 13:02:05,RW,{'Public health coverage': 2},{'With a disability': 2},1,10,17500,NOT Homogeneous,0.1,0.9079681057482958
2026-02-17 13:02:06,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,1.0353468414396048
2026-02-17 13:02:07,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,1.063390076160431
2026-02-17 13:02:08,RW,{'Private health insurance coverage': 2},{'With a disability': 2},16,10,17500,NOT Homogeneous,0.1,1.1005343552678823
2026-02-17 13:02:10,RW,{'Educational attainment': 20},{'With a disability': 2},167,10,17500,NOT Homogeneous,0.1,1.618019824847579
2026-02-17 13:02:12,RW,{'Educational attainment': 20},{'With a disability': 2},217,10,17500,NOT Homogeneous,0.1,1.821830477565527
2026-02-17 13:02:13,RW,{'Educational attainment': 20},{'With a disability': 2},42,10,17500,NOT Homogeneous,0.1,0.999881848692894
2026-02-17 13:02:14,RW,{'Educational attainment': 21},{'With a disability': 2},163,10,17500,NOT Homogeneous,0.1,1.362778028473258
2026-02-17 13:02:15,RW,{'Educational attainment': 21},{'With a disability': 2},113,10,17500,NOT Homogeneous,0.1,1.2600111402571201
2026-02-17 13:02:18,RW,{'Educational attainment': 21},{'With a disability': 2},561,10,17500,NOT Homogeneous,0.1,3.059342786669731
2026-02-17 13:02:19,RW,{'Educational attainment': 22},{'With a disability': 2},43,10,17500,NOT Homogeneous,0.1,0.990026194602251
2026-02-17 13:02:20,RW,{'Educational attainment': 22},{'With a disability': 2},45,10,17500,NOT Homogeneous,0.1,1.051063183695078
2026-02-17 13:02:22,RW,{'Educational attainment': 22},{'With a disability': 2},76,10,17500,NOT Homogeneous,0.1,1.1529861763119698
2026-02-17 13:02:29,RW,{'Educational attainment': 20},{'Sex': 2},1577,10,17500,Homogeneous,0.1,7.1796832252293825
2026-02-17 13:02:36,RW,{'Educational attainment': 20},{'Sex': 2},1558,10,17500,Homogeneous,0.1,6.98085155710578
2026-02-17 13:02:43,RW,{'Educational attainment': 20},{'Sex': 2},1578,10,17500,Homogeneous,0.1,7.644878486171365
2026-02-17 13:02:44,RW,{'Educational attainment': 21},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.7100062556564808
2026-02-17 13:02:45,RW,{'Educational attainment': 21},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.7303105257451534
2026-02-17 13:02:46,RW,{'Educational attainment': 21},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.7694559525698423
2026-02-17 13:02:46,RW,{'Educational attainment': 20},{'Sex': 1},41,10,17500,NOT Homogeneous,0.1,0.7945757061243057
2026-02-17 13:02:47,RW,{'Educational attainment': 20},{'Sex': 1},17,10,17500,NOT Homogeneous,0.1,0.7068108711391687
2026-02-17 13:02:48,RW,{'Educational attainment': 20},{'Sex': 1},32,10,17500,NOT Homogeneous,0.1,0.7500417400151491
2026-02-17 13:02:49,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},22,10,17500,NOT Homogeneous,0.1,0.9368969891220331
2026-02-17 13:02:50,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},39,10,17500,NOT Homogeneous,0.1,0.9376229029148817
2026-02-17 13:02:51,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,10,17500,NOT Homogeneous,0.1,0.8241572175174952
2026-02-17 13:02:52,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},5,10,17500,NOT Homogeneous,0.1,1.7096694242209196
2026-02-17 13:02:54,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},3,10,17500,NOT Homogeneous,0.1,1.7336477097123861
2026-02-17 13:02:56,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},4,10,17500,NOT Homogeneous,0.1,1.718331528827548
2026-02-17 13:02:59,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},222,10,17500,NOT Homogeneous,0.1,2.941084783524275
2026-02-17 13:03:00,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},72,10,17500,NOT Homogeneous,0.1,1.5885634757578373
2026-02-17 13:03:02,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},19,10,17500,NOT Homogeneous,0.1,1.157311437651515
2026-02-17 13:03:37,FPGrowth,{'Educational attainment': 20},{'Sex': 2},3964,10,17500,Homogeneous,0.1,35.61968172900379
2026-02-17 13:03:38,FPGrowth,{'Educational attainment': 21},{'Sex': 1},7,10,17500,NOT Homogeneous,0.1,0.685272254049778
2026-02-17 13:03:39,FPGrowth,{'Educational attainment': 20},{'Sex': 1},4,10,17500,NOT Homogeneous,0.1,0.6692934352904558
2026-02-17 13:03:40,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,10,17500,NOT Homogeneous,0.1,1.0444603767246008
2026-02-17 13:03:41,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},93,10,17500,NOT Homogeneous,0.1,1.279526175931096
2026-02-17 13:03:42,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},34,10,17500,NOT Homogeneous,0.1,1.1709758751094341
2026-02-17 13:03:43,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},25,10,17500,NOT Homogeneous,0.1,1.0342779885977507
2026-02-17 13:03:44,RW,{'Public health coverage': 2},{'With a disability': 2},1,10,17500,NOT Homogeneous,0.1,0.9093762412667274
2026-02-17 13:03:45,RW,{'Public health coverage': 2},{'With a disability': 2},58,10,17500,NOT Homogeneous,0.1,1.061070566996932
2026-02-17 13:03:46,RW,{'Public health coverage': 2},{'With a disability': 2},1,10,17500,NOT Homogeneous,0.1,0.9206805154681206
2026-02-17 13:03:47,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,1.0242578238248825
2026-02-17 13:03:48,RW,{'Private health insurance coverage': 2},{'With a disability': 2},15,10,17500,NOT Homogeneous,0.1,1.0885718688368797
2026-02-17 13:03:49,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,0.9988662973046303
2026-02-17 13:03:51,RW,{'Educational attainment': 20},{'With a disability': 2},216,10,17500,NOT Homogeneous,0.1,1.6794736981391907
2026-02-17 13:03:52,RW,{'Educational attainment': 20},{'With a disability': 2},44,10,17500,NOT Homogeneous,0.1,1.1381129957735538
2026-02-17 13:03:53,RW,{'Educational attainment': 20},{'With a disability': 2},94,10,17500,NOT Homogeneous,0.1,1.19584839977324
2026-02-17 13:03:55,RW,{'Educational attainment': 21},{'With a disability': 2},92,10,17500,NOT Homogeneous,0.1,1.2368018329143524
2026-02-17 13:03:56,RW,{'Educational attainment': 21},{'With a disability': 2},82,10,17500,NOT Homogeneous,0.1,1.2688184771686792
2026-02-17 13:03:57,RW,{'Educational attainment': 21},{'With a disability': 2},21,10,17500,NOT Homogeneous,0.1,0.9040985144674778
2026-02-17 13:03:58,RW,{'Educational attainment': 22},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,0.8258903604000807
2026-02-17 13:03:59,RW,{'Educational attainment': 22},{'With a disability': 2},9,10,17500,NOT Homogeneous,0.1,0.8691667169332504
2026-02-17 13:04:00,RW,{'Educational attainment': 22},{'With a disability': 2},71,10,17500,NOT Homogeneous,0.1,1.1904380470514297
2026-02-17 13:04:07,RW,{'Educational attainment': 20},{'Sex': 2},1445,10,17500,Homogeneous,0.1,6.799290310591459
2026-02-17 13:04:14,RW,{'Educational attainment': 20},{'Sex': 2},1445,10,17500,Homogeneous,0.1,7.110435090959072
2026-02-17 13:04:21,RW,{'Educational attainment': 20},{'Sex': 2},1461,10,17500,Homogeneous,0.1,6.8587606549263
2026-02-17 13:04:22,RW,{'Educational attainment': 21},{'Sex': 1},56,10,17500,NOT Homogeneous,0.1,1.0018462277948856
2026-02-17 13:04:22,RW,{'Educational attainment': 21},{'Sex': 1},59,10,17500,NOT Homogeneous,0.1,0.9496169202029705
2026-02-17 13:04:24,RW,{'Educational attainment': 21},{'Sex': 1},151,10,17500,NOT Homogeneous,0.1,1.2993229180574417
2026-02-17 13:04:25,RW,{'Educational attainment': 20},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.6944624744355679
2026-02-17 13:04:26,RW,{'Educational attainment': 20},{'Sex': 1},130,10,17500,NOT Homogeneous,0.1,1.2571242451667786
2026-02-17 13:04:27,RW,{'Educational attainment': 20},{'Sex': 1},39,10,17500,NOT Homogeneous,0.1,0.8389336913824081
2026-02-17 13:04:28,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.9043921455740929
2026-02-17 13:04:28,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,10,17500,NOT Homogeneous,0.1,0.882340433076024
2026-02-17 13:04:29,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,10,17500,NOT Homogeneous,0.1,0.9079346023499966
2026-02-17 13:04:31,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,10,17500,NOT Homogeneous,0.1,1.5778140258044004
2026-02-17 13:04:33,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},5,10,17500,NOT Homogeneous,0.1,1.7334908042103052
2026-02-17 13:04:34,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},3,10,17500,NOT Homogeneous,0.1,1.7281185425817966
2026-02-17 13:04:37,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},176,10,17500,NOT Homogeneous,0.1,2.402038235217333
2026-02-17 13:04:38,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},35,10,17500,NOT Homogeneous,0.1,1.247795196250081
2026-02-17 13:04:39,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},36,10,17500,NOT Homogeneous,0.1,1.285166272893548
2026-02-17 13:05:14,FPGrowth,{'Educational attainment': 20},{'Sex': 2},3860,10,17500,Homogeneous,0.1,34.83594538457692
2026-02-17 13:05:15,FPGrowth,{'Educational attainment': 21},{'Sex': 1},36,10,17500,NOT Homogeneous,0.1,0.9222868122160435
2026-02-17 13:05:16,FPGrowth,{'Educational attainment': 20},{'Sex': 1},20,10,17500,NOT Homogeneous,0.1,0.7961081210523844
2026-02-17 13:05:17,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,10,17500,NOT Homogeneous,0.1,1.1590363793075085
2026-02-17 13:05:19,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},77,20,17500,NOT Homogeneous,0.2,1.6969637870788574
2026-02-17 13:05:21,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},137,20,17500,NOT Homogeneous,0.2,2.1159705836325884
2026-02-17 13:05:23,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},34,20,17500,NOT Homogeneous,0.2,1.5991414189338684
2026-02-17 13:05:24,RW,{'Public health coverage': 2},{'With a disability': 2},49,20,17500,NOT Homogeneous,0.2,1.5525786373764277
2026-02-17 13:05:26,RW,{'Public health coverage': 2},{'With a disability': 2},45,20,17500,NOT Homogeneous,0.2,1.5942544750869274
2026-02-17 13:05:27,RW,{'Public health coverage': 2},{'With a disability': 2},1,20,17500,NOT Homogeneous,0.2,1.342243192717433
2026-02-17 13:05:29,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.5425999537110329
2026-02-17 13:05:30,RW,{'Private health insurance coverage': 2},{'With a disability': 2},18,20,17500,NOT Homogeneous,0.2,1.4376651290804148
2026-02-17 13:05:32,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.5446638949215412
2026-02-17 13:05:37,RW,{'Educational attainment': 20},{'With a disability': 2},761,20,17500,NOT Homogeneous,0.2,4.880036301910877
2026-02-17 13:05:42,RW,{'Educational attainment': 20},{'With a disability': 2},750,20,17500,NOT Homogeneous,0.2,4.766183296218514
2026-02-17 13:05:46,RW,{'Educational attainment': 20},{'With a disability': 2},548,20,17500,NOT Homogeneous,0.2,3.9269610792398453
2026-02-17 13:05:48,RW,{'Educational attainment': 21},{'With a disability': 2},170,20,17500,NOT Homogeneous,0.2,2.070743568241596
2026-02-17 13:05:49,RW,{'Educational attainment': 21},{'With a disability': 2},81,20,17500,NOT Homogeneous,0.2,1.644448421895504
2026-02-17 13:05:53,RW,{'Educational attainment': 21},{'With a disability': 2},462,20,17500,NOT Homogeneous,0.2,3.3207254465669394
2026-02-17 13:05:54,RW,{'Educational attainment': 22},{'With a disability': 2},84,20,17500,NOT Homogeneous,0.2,1.545473899692297
2026-02-17 13:05:56,RW,{'Educational attainment': 22},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.4375117477029562
2026-02-17 13:05:57,RW,{'Educational attainment': 22},{'With a disability': 2},95,20,17500,NOT Homogeneous,0.2,1.6767783276736736
2026-02-17 13:05:59,RW,{'Educational attainment': 20},{'Sex': 2},105,20,17500,NOT Homogeneous,0.2,1.3827098216861486
2026-02-17 13:06:03,RW,{'Educational attainment': 20},{'Sex': 2},796,20,17500,NOT Homogeneous,0.2,4.168037408962846
2026-02-17 13:06:06,RW,{'Educational attainment': 20},{'Sex': 2},404,20,17500,NOT Homogeneous,0.2,2.5082402881234884
2026-02-17 13:06:07,RW,{'Educational attainment': 21},{'Sex': 1},130,20,17500,NOT Homogeneous,0.2,1.5440211426466703
2026-02-17 13:06:09,RW,{'Educational attainment': 21},{'Sex': 1},103,20,17500,NOT Homogeneous,0.2,1.4171588998287916
2026-02-17 13:06:10,RW,{'Educational attainment': 21},{'Sex': 1},15,20,17500,NOT Homogeneous,0.2,1.0052226278930902
2026-02-17 13:06:11,RW,{'Educational attainment': 20},{'Sex': 1},113,20,17500,NOT Homogeneous,0.2,1.3085825014859438
2026-02-17 13:06:14,RW,{'Educational attainment': 20},{'Sex': 1},454,20,17500,NOT Homogeneous,0.2,2.7445438113063574
2026-02-17 13:06:16,RW,{'Educational attainment': 20},{'Sex': 1},438,20,17500,NOT Homogeneous,0.2,2.675687884911895
2026-02-17 13:06:17,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,20,17500,NOT Homogeneous,0.2,1.1217398345470428
2026-02-17 13:06:19,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},31,20,17500,NOT Homogeneous,0.2,1.2599435038864613
2026-02-17 13:06:20,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},117,20,17500,NOT Homogeneous,0.2,1.5414916966110468
2026-02-17 13:06:23,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,2.5490499027073383
2026-02-17 13:06:25,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},8,20,17500,NOT Homogeneous,0.2,2.5802415814250708
2026-02-17 13:06:28,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},44,20,17500,NOT Homogeneous,0.2,2.8365292251110077
2026-02-17 13:06:32,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},187,20,17500,NOT Homogeneous,0.2,3.3824556283652782
2026-02-17 13:06:34,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},45,20,17500,NOT Homogeneous,0.2,2.151267161592841
2026-02-17 13:06:36,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},50,20,17500,NOT Homogeneous,0.2,2.32411852478981
2026-02-17 13:06:38,FPGrowth,{'Educational attainment': 20},{'Sex': 2},92,20,17500,NOT Homogeneous,0.2,1.9919361770153046
2026-02-17 13:06:40,FPGrowth,{'Educational attainment': 21},{'Sex': 1},10,20,17500,NOT Homogeneous,0.2,1.2705898340791464
2026-02-17 13:06:42,FPGrowth,{'Educational attainment': 20},{'Sex': 1},119,20,17500,NOT Homogeneous,0.2,2.2350912764668465
2026-02-17 13:06:44,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},10,20,17500,NOT Homogeneous,0.2,1.7402987014502287
2026-02-17 13:06:45,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},30,20,17500,NOT Homogeneous,0.2,1.620228135958314
2026-02-17 13:06:47,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.5169138628989458
2026-02-17 13:06:49,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},115,20,17500,NOT Homogeneous,0.2,1.9852513391524553
2026-02-17 13:06:51,RW,{'Public health coverage': 2},{'With a disability': 2},16,20,17500,NOT Homogeneous,0.2,1.4867003839462996
2026-02-17 13:06:52,RW,{'Public health coverage': 2},{'With a disability': 2},1,20,17500,NOT Homogeneous,0.2,1.4668136164546013
2026-02-17 13:06:54,RW,{'Public health coverage': 2},{'With a disability': 2},120,20,17500,NOT Homogeneous,0.2,1.8869535103440285
2026-02-17 13:06:56,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.5848106518387794
2026-02-17 13:06:57,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.4653371889144182
2026-02-17 13:06:59,RW,{'Private health insurance coverage': 2},{'With a disability': 2},33,20,17500,NOT Homogeneous,0.2,1.5873746797442436
2026-02-17 13:07:01,RW,{'Educational attainment': 20},{'With a disability': 2},176,20,17500,NOT Homogeneous,0.2,2.2528877183794975
2026-02-17 13:07:03,RW,{'Educational attainment': 20},{'With a disability': 2},95,20,17500,NOT Homogeneous,0.2,1.7499975301325321
2026-02-17 13:07:04,RW,{'Educational attainment': 20},{'With a disability': 2},16,20,17500,NOT Homogeneous,0.2,1.4803312625735998
2026-02-17 13:07:06,RW,{'Educational attainment': 21},{'With a disability': 2},16,20,17500,NOT Homogeneous,0.2,1.3460089433938265
2026-02-17 13:07:07,RW,{'Educational attainment': 21},{'With a disability': 2},35,20,17500,NOT Homogeneous,0.2,1.4116896837949753
2026-02-17 13:07:09,RW,{'Educational attainment': 21},{'With a disability': 2},156,20,17500,NOT Homogeneous,0.2,1.9651627521961927
2026-02-17 13:07:10,RW,{'Educational attainment': 22},{'With a disability': 2},26,20,17500,NOT Homogeneous,0.2,1.4116905611008406
2026-02-17 13:07:12,RW,{'Educational attainment': 22},{'With a disability': 2},18,20,17500,NOT Homogeneous,0.2,1.3425301983952522
2026-02-17 13:07:13,RW,{'Educational attainment': 22},{'With a disability': 2},9,20,17500,NOT Homogeneous,0.2,1.3001693692058325
2026-02-17 13:07:21,RW,{'Educational attainment': 20},{'Sex': 2},1318,20,17500,Homogeneous,0.2,8.27346496284008
2026-02-17 13:07:30,RW,{'Educational attainment': 20},{'Sex': 2},1375,20,17500,Homogeneous,0.2,8.601569645106792
2026-02-17 13:07:39,RW,{'Educational attainment': 20},{'Sex': 2},1363,20,17500,Homogeneous,0.2,8.62177594192326
2026-02-17 13:07:40,RW,{'Educational attainment': 21},{'Sex': 1},9,20,17500,NOT Homogeneous,0.2,0.9651713762432337
2026-02-17 13:07:41,RW,{'Educational attainment': 21},{'Sex': 1},66,20,17500,NOT Homogeneous,0.2,1.3000764418393373
2026-02-17 13:07:43,RW,{'Educational attainment': 21},{'Sex': 1},225,20,17500,NOT Homogeneous,0.2,1.8746894393116236
2026-02-17 13:07:44,RW,{'Educational attainment': 20},{'Sex': 1},138,20,17500,NOT Homogeneous,0.2,1.5549873169511557
2026-02-17 13:07:45,RW,{'Educational attainment': 20},{'Sex': 1},34,20,17500,NOT Homogeneous,0.2,1.062146769836545
2026-02-17 13:07:46,RW,{'Educational attainment': 20},{'Sex': 1},9,20,17500,NOT Homogeneous,0.2,1.0555177684873343
2026-02-17 13:07:48,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,20,17500,NOT Homogeneous,0.2,1.158380702137947
2026-02-17 13:07:49,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},41,20,17500,NOT Homogeneous,0.2,1.2965147942304611
2026-02-17 13:07:50,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},30,20,17500,NOT Homogeneous,0.2,1.2113140188157558
2026-02-17 13:07:53,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},5,20,17500,NOT Homogeneous,0.2,2.677600307390094
2026-02-17 13:07:56,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},22,20,17500,NOT Homogeneous,0.2,2.7343739476054907
2026-02-17 13:07:58,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},11,20,17500,NOT Homogeneous,0.2,2.5340939313173294
2026-02-17 13:08:02,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},252,20,17500,NOT Homogeneous,0.2,3.864297328516841
2026-02-17 13:08:04,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},66,20,17500,NOT Homogeneous,0.2,2.214681312441826
2026-02-17 13:08:06,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},3,20,17500,NOT Homogeneous,0.2,1.7094615325331688
2026-02-17 13:08:47,FPGrowth,{'Educational attainment': 20},{'Sex': 2},4874,20,17500,NOT Homogeneous,0.2,40.236280005425215
2026-02-17 13:08:48,FPGrowth,{'Educational attainment': 21},{'Sex': 1},14,20,17500,NOT Homogeneous,0.2,1.250227015465498
