date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,num_attributes,run_time_seconds
2026-02-16 02:46:48,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},18,100,520000.0,Homogeneous,2,0.4268909599632025
2026-02-16 02:46:49,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},18,100,520000.0,Homogeneous,2,0.42680674232542515
2026-02-16 02:46:49,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},51,100,520000.0,Homogeneous,2,0.4664689972996712
2026-02-16 02:46:50,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},17,100,520000.0,Homogeneous,2,0.28889633156359196
2026-02-16 02:46:50,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},18,100,520000.0,Homogeneous,2,0.2978298310190439
2026-02-16 02:46:50,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},19,100,520000.0,Homogeneous,2,0.2906164787709713
2026-02-16 02:46:51,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},18,100,520000.0,Homogeneous,2,0.3245426155626774
2026-02-16 02:46:51,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},11,100,520000.0,Homogeneous,2,0.22794076055288315
2026-02-16 02:46:51,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},11,100,520000.0,Homogeneous,2,0.26289935410022736
2026-02-16 02:46:52,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},57,100,520000.0,Homogeneous,2,0.46213431283831596
2026-02-16 02:46:52,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},48,100,520000.0,Homogeneous,2,0.4295153357088566
2026-02-16 02:46:53,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},18,100,520000.0,Homogeneous,2,0.2934909239411354
2026-02-16 02:46:55,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},183,100,520000.0,Homogeneous,4,2.070124866440892
2026-02-16 02:46:57,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},174,100,520000.0,Homogeneous,4,2.0076391752809286
2026-02-16 02:46:59,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},164,100,520000.0,Homogeneous,4,1.979487033560872
2026-02-16 02:47:00,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},92,100,520000.0,Homogeneous,4,1.2052008006721735
2026-02-16 02:47:01,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},98,100,520000.0,Homogeneous,4,1.2314014825969934
2026-02-16 02:47:02,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},91,100,520000.0,Homogeneous,4,1.1864887718111277
2026-02-16 02:47:04,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},214,100,520000.0,Homogeneous,4,1.6490797270089388
2026-02-16 02:47:06,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},213,100,520000.0,Homogeneous,4,1.6722399685531855
2026-02-16 02:47:07,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},213,100,520000.0,Homogeneous,4,1.702614065259695
2026-02-16 02:47:10,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},240,100,520000.0,Homogeneous,4,2.343994550406933
2026-02-16 02:47:12,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},231,100,520000.0,Homogeneous,4,2.38867199793458
2026-02-16 02:47:15,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},248,100,520000.0,Homogeneous,4,2.394867992028594
2026-02-16 02:47:16,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},181,100,520000.0,Homogeneous,4,1.5208878368139267
2026-02-16 02:47:18,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},181,100,520000.0,Homogeneous,4,1.5160340499132872
2026-02-16 02:47:19,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},178,100,520000.0,Homogeneous,4,1.5150026623159647
2026-02-16 02:47:22,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},215,100,520000.0,Homogeneous,4,2.4866743348538876
2026-02-16 02:47:24,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},206,100,520000.0,Homogeneous,4,2.403673965483904
2026-02-16 02:47:27,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},223,100,520000.0,Homogeneous,4,2.4811831451952457
2026-02-16 02:47:29,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},140,100,520000.0,Homogeneous,4,2.3099818471819162
2026-02-16 02:47:31,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},162,100,520000.0,Homogeneous,4,2.3396008498966694
2026-02-16 02:47:34,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},146,100,520000.0,Homogeneous,4,2.352208774536848
2026-02-16 02:47:35,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},92,100,520000.0,Homogeneous,4,1.1461042538285255
2026-02-16 02:47:36,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},91,100,520000.0,Homogeneous,4,1.1652550920844078
2026-02-16 02:47:37,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},91,100,520000.0,Homogeneous,4,1.154321126639843
2026-02-16 02:47:39,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},163,100,520000.0,Homogeneous,4,1.6819419488310814
2026-02-16 02:47:41,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},171,100,520000.0,Homogeneous,4,1.7221512608230114
2026-02-16 02:47:42,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},165,100,520000.0,Homogeneous,4,1.7283942140638828
2026-02-16 02:47:44,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},112,100,520000.0,Homogeneous,4,1.4377014636993408
2026-02-16 02:47:45,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},118,100,520000.0,Homogeneous,4,1.4574651420116425
2026-02-16 02:47:47,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},119,100,520000.0,Homogeneous,4,1.4643476270139217
2026-02-16 02:47:49,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},326,100,520000.0,Homogeneous,4,2.1257655061781406
2026-02-16 02:47:50,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},105,100,520000.0,Homogeneous,4,0.9904659315943718
2026-02-16 02:47:51,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},145,100,520000.0,Homogeneous,4,1.3203917909413576
2026-02-16 02:47:54,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},269,100,520000.0,Homogeneous,4,2.103771682828665
2026-02-16 02:47:55,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},103,100,520000.0,Homogeneous,4,1.252943467348814
2026-02-16 02:47:58,FPGrowth,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},512,100,520000.0,Homogeneous,4,3.1188640017062426
2026-02-16 02:47:59,FPGrowth,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},177,100,520000.0,Homogeneous,4,1.4712454304099083
2026-02-16 02:48:01,FPGrowth,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},124,100,520000.0,Homogeneous,4,1.0064642634242773
2026-02-16 02:48:02,FPGrowth,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},274,100,520000.0,Homogeneous,4,1.8627687729895115
2026-02-16 02:48:04,FPGrowth,{'DevType': 'Back-end developer'},{'Gender': 'Male'},178,100,520000.0,Homogeneous,4,1.321350496262312
2026-02-16 02:48:08,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},448,100,520000.0,Homogeneous,6,4.117157377302647
2026-02-16 02:48:12,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},452,100,520000.0,Homogeneous,6,4.255218960344791
2026-02-16 02:48:16,RW,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},448,100,520000.0,Homogeneous,6,4.133942272514105
2026-02-16 02:48:20,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},498,100,520000.0,Homogeneous,6,4.024479620158672
2026-02-16 02:48:24,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},453,100,520000.0,Homogeneous,6,3.849376006051898
2026-02-16 02:48:28,RW,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},447,100,520000.0,Homogeneous,6,3.889536799862981
2026-02-16 02:48:31,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},456,100,520000.0,Homogeneous,6,2.885368797928095
2026-02-16 02:48:34,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},454,100,520000.0,Homogeneous,6,2.8844082206487656
2026-02-16 02:48:37,RW,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},466,100,520000.0,Homogeneous,6,2.9229253251105547
2026-02-16 02:48:41,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},498,100,520000.0,Homogeneous,6,3.743602691218257
2026-02-16 02:48:44,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},490,100,520000.0,Homogeneous,6,3.659625606611371
2026-02-16 02:48:48,RW,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},497,100,520000.0,Homogeneous,6,3.814193604514003
2026-02-16 02:48:52,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},523,100,520000.0,Homogeneous,6,3.5719047281891108
2026-02-16 02:48:56,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},549,100,520000.0,Homogeneous,6,3.6922915652394295
2026-02-16 02:48:59,RW,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},521,100,520000.0,Homogeneous,6,3.5229940991848707
2026-02-16 02:49:02,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},229,100,520000.0,Homogeneous,6,2.469072226434946
2026-02-16 02:49:04,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},289,100,520000.0,Homogeneous,6,2.7690064050257206
2026-02-16 02:49:07,RW,"{'FormalEducation': 'Master’s degree (MA, MS, M.Eng., MBA, etc.)'}",{'RaceEthnicity': 'White or of European descent'},271,100,520000.0,Homogeneous,6,2.6998811662197113
2026-02-16 02:49:11,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},561,100,520000.0,Homogeneous,6,3.7711737398058176
2026-02-16 02:49:15,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},555,100,520000.0,Homogeneous,6,3.771755427122116
2026-02-16 02:49:18,RW,"{'FormalEducation': 'Other doctoral degree (Ph.D, Ed.D., etc.)'}",{'Gender': 'Male'},575,100,520000.0,Homogeneous,6,3.8271609488874674
2026-02-16 02:49:23,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},414,100,520000.0,Homogeneous,6,4.311516601592302
2026-02-16 02:49:27,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},386,100,520000.0,Homogeneous,6,4.188189633190632
2026-02-16 02:49:31,RW,{'DevType': 'Back-end developer'},{'RaceEthnicity': 'White or of European descent'},385,100,520000.0,Homogeneous,6,4.093301651999354
2026-02-16 02:49:35,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},393,100,520000.0,Homogeneous,6,3.821689188480377
2026-02-16 02:49:39,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},409,100,520000.0,Homogeneous,6,3.892639385536313
2026-02-16 02:49:43,RW,"{'UndergradMajor': 'Computer science, computer engineering, or software engineering'}",{'Student': 'No'},409,100,520000.0,Homogeneous,6,3.8817533757537603
2026-02-16 02:49:47,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},385,100,520000.0,Homogeneous,6,4.539247382432222
2026-02-16 02:49:52,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},462,100,520000.0,Homogeneous,6,4.873109113425016
2026-02-16 02:49:57,RW,{'DevType': 'Back-end developer'},{'Gender': 'Male'},454,100,520000.0,Homogeneous,6,4.852448217570782
2026-02-16 02:50:08,FPGrowth,"{'FormalEducation': 'Bachelor’s degree (BA, BS, B.Eng., etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},1782,100,520000.0,Homogeneous,6,11.0918388646096
2026-02-16 02:50:19,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'SexualOrientation': 'Straight or heterosexual'},1321,100,520000.0,Homogeneous,6,10.855408387258649
2026-02-16 02:50:26,FPGrowth,{'DevType': 'Data scientist or machine learning specialist'},{'Student': 'No'},692,100,520000.0,Homogeneous,6,6.4692744836211205
2026-02-16 02:50:33,FPGrowth,{'UndergradMajor': 'Mathematics or statistics'},{'Student': 'No'},913,100,520000.0,Homogeneous,6,7.184855492785573
2026-02-16 02:50:39,FPGrowth,"{'DevType': 'C-suite executive (CEO, CTO, etc.)'}",{'SexualOrientation': 'Straight or heterosexual'},453,100,520000.0,Homogeneous,6,5.9775284342467785
